1068:17,76,1002,302,441,654,508,245,224,8
1069:654,542,84,518,61,8,32,564,101,787
1070:17,616,58,542,15,518,32,564,861,84
1082:84,518,542,650,101,15,1102,1196,61,32
1083:17,302,654,8,650,518,542,138,61,363
1088:17,616,542,15,8,654,302,564,61,58
1094:616,58,61,32,787,508,301,363,322,364
1116:58,302,616,654,76,8,61,84,564,363
1121:17,654,1578,61,568,84,1102,1140,29,101
1125:616,542,654,302,58,61,32,564,94,84
1127:17,542,616,518,15,61,302,58,8,654
1132:17,654,302,15,58,650,787,32,8,76
1133:15,61,8,518,32,508,76,650,354,554
1140:616,58,302,542,15,518,8,564,61,32
1141:17,787,302,327,1382,8,84,4671,76,14259
1148:17,508,302,76,70,654,650,1023,8,736
1153:17,616,654,58,542,518,564,61,15,32
1163:17,302,654,76,616,58,8,866,84,29
1166:17,15,518,61,32,103,616,542,1405,8
1172:17,616,302,15,654,58,518,8,61,245
1192:17,616,58,302,542,518,61,564,8,650
1204:17,616,654,302,58,61,15,94,542,650
1208:17,654,616,58,302,542,15,861,650,29
1209:17,76,302,564,616,8,650,238,70,32
1234:168,76,719,17,984,1400,616,564,574,302
1236:17,616,302,76,32,58,65,1987,650,787
1245:1187,302,518,84,8,654,616,245,2162,76
1263:58,17,302,542,861,32,518,650,564,1196
1267:616,58,654,518,542,302,101,564,15,8
1269:4755,3107,1352,2880,189,1712,6434,5624,508,8848
1288:17,1017,654,518,2609,2200,67016,692,542,32
1295:616,542,15,518,861,32,61,1196,564,101
1296:17,654,58,29,650,542,84,76,564,518
1302:616,17,302,654,15,542,518,1196,861,32
1305:17,302,58,84,8,29,542,861,15,322
1342:17,84,518,302,616,564,76,650,1102,654
1382:17,616,302,84,8,518,654,564,245,58
1389:75115,1305,4245,40853,61636,1119,1372,2789,5337,2662
1391:17,32,302,650,616,58,402,61,29,238
1397:81,226,986,140,1749,500,780,262,70,2967
1402:616,302,58,518,61,650,32,289,1511,101
1405:92558,96890,24722,4697,17,302,654,76,616,58
1407:17,302,616,542,58,518,486,654,61,787
1408:17,518,302,616,654,84,564,58,650,354
1409:616,8,354,787,542,564,61,138,101,15
1412:17,302,654,84,616,70,354,29,58,8
1413:542,15,32,787,289,861,322,6,101,285
1418:654,15,542,61,94,289,564,787,76,32
1419:4755,3172,4825,1712,6434,378,12990,7831,8848,5624
1420:302,654,58,354,616,518,8,70,29,736
1427:17,15,61,518,564,1196,8,554,787,363
1430:654,17,58,302,1196,542,518,8,84,76
1431:58,654,616,84,518,542,15,8,861,554
1435:616,302,61,58,364,1196,564,787,94,289
1437:17,302,616,76,58,650,542,654,564,787
1441:6559,3307,2548,840,245,6745,2715,4589,826,4268
1447:17,518,616,15,542,8,302,58,654,1382
1448:17,245,2548,8,542,81,76,616,15,650
1457:17,302,616,58,654,650,15,542,518,364
1458:17,15,616,58,302,554,999,402,508,486
1469:616,58,302,542,61,518,564,32,84,861
1477:17,245,518,15,302,654,616,61,94,542
1486:168,76,719,984,5480,1400,1326,8733,8860,5557
1490:17,302,654,58,616,866,76,542,518,15
1491:616,654,58,302,542,650,84,15,518,564
1500:58,15,518,302,61,32,245,364,787,1196
1503:654,58,616,8,542,15,101,564,354,554
1517:95331,80218,27097,111233,508,378,931,2200,225,4755
1518:17,518,542,32,508,8,616,76,1405,1126
1535:302,654,58,542,650,1196,61,15,787,32
1551:616,542,8,518,15,650,61,354,554,32
1552:29723,19245,1402,70,1099,17,29,8892,500,15294
1553:17,616,542,654,58,61,518,302,902,8
1559:654,616,302,15,861,61,1196,518,650,29
1560:17,518,15,61,58,302,103,364,564,1511
1561:616,17,542,15,58,61,518,1511,787,245
1562:654,616,542,650,518,8,29,564,15,289
1569:986,81,226,508,70,2967,302,698,17,378
1570:17,616,654,302,58,8,84,518,101,6
1588:245,17,224,32,1187,1119,901,262,15,542
1589:654,616,58,518,84,8,15,650,542,61
1591:62108,69776,17,302,654,76,616,58,8,866
1601:17,616,302,654,58,518,76,508,8,32
1602:17,518,15,616,61,8,32,1987,654,302
1629:17,616,518,15,61,654,302,58,8,32
1634:2265,76,8337,6901,9662,2901,17,2328,327,1913
1642:654,302,58,518,8,542,245,32,94,564
1653:17,616,654,58,302,542,8,101,564,84
1654:302,542,8,518,84,32,322,787,94,101
1655:654,8,542,15,787,650,1196,29,76,94
1668:616,15,8,32,518,861,1196,650,554,564
1681:17,616,58,518,8,84,542,29,650,15
1703:302,518,84,616,61,32,542,654,15,564
1721:245,17,15,302,654,61,616,58,103,542
1727:17,616,654,58,650,302,8,518,84,61
1728:302,58,84,616,354,1102,15,76,301,650
1745:17,245,616,518,61,8,32,654,542,302
1746:616,17,654,302,542,58,518,650,861,8
1751:518,8,84,616,58,508,32,302,564,542
1756:8,58,616,302,654,1102,564,61,542,101
1758:17,616,302,542,654,58,8,1196,518,15
1761:81,226,1382,245,17,542,508,1002,616,8
1767:616,84,58,76,354,518,8,70,94,564
1779:8635,17395,65741,56748,67185,37843,1674,93097,86913,93631
1780:13960,9354,731,140,10503,10404,72271,64,3041,67574
1783:17,58,302,542,8,518,861,15,84,32
1787:616,518,61,15,32,1196,564,101,289,554
1788:17,508,780,616,302,731,8,654,1023,262
1794:616,17,654,15,58,518,302,32,245,564
1796:654,15,542,61,8,84,32,861,787,650
1803:17,616,302,654,58,8,542,518,15,32
1820:1352,2880,10041,189,23191,508,17,378,76,1712
1821:17,518,616,15,654,61,564,103,58,542
1822:616,17,654,302,58,32,61,518,8,1196
1823:17,84,542,15,650,1196,6,554,289,61
1840:616,542,61,564,861,322,650,1511,364,354
1841:984,8860,1400,5480,463,801,1326,1528,76,574
1842:17,58,302,616,542,8,84,518,29,15
1850:17,302,616,58,654,8,84,542,15,101
1853:17,654,302,616,58,76,542,518,32,8
1854:654,17,542,302,32,8,861,1196,364,564
1862:302,616,542,787,15,564,61,32,363,650
1880:875,17,84,1119,354,302,245,947,736,138
1883:654,302,542,58,518,8,61,32,1196,245
1890:302,654,8,616,58,518,650,84,542,61
1891:17,302,654,58,29,616,84,518,162,101
1893:616,654,58,302,15,61,861,1511,364,787
1894:616,58,654,542,564,61,15,32,508,8
1911:29727,5975,5466,13341,19206,10104,35965,9127,5671,10348
1912:17,302,654,616,8,650,84,58,518,138
1913:17,616,58,302,654,542,861,518,564,6
1930:2548,197,5111,5627,8069,7160,17,4755,13049,465
1932:17,2139,76,5097,3568,616,564,698,654,361
1950:542,15,61,32,363,554,301,1196,508,861
1951:2121,1360,17,542,564,654,616,1287,226,94
1952:17,616,542,76,861,15,8,564,518,84
2005:302,542,15,518,61,564,1196,32,554,650
2017:13894,23213,47586,11246,58208,44039,107733,101380,123006,17
2025:236,17,776,10075,6766,8861,238,1558,20850,302
2030:17,616,58,302,15,542,654,564,650,32
2034:4755,1352,76,3213,481,947,787,616,189,2904
2038:302,17,654,58,29,616,542,15,6,84
2046:6503,9289,10492,8,17,17567,7021,84,26460,3672
2058:12597,17944,12495,1410,285,1551,8794,25649,65161,52829
2068:17,245,15,616,542,654,8,302,364,58
2070:84,616,302,101,58,15,654,542,61,1102
2071:616,302,518,58,61,1535,364,508,76,70
2072:302,518,616,654,354,1102,736,70,2162,245
2074:76,17,1410,8,70,245,1987,564,15,508
2075:15,654,302,542,61,8,245,508,94,32
2076:17,302,654,76,616,58,8,866,84,29
2077:17,616,518,654,58,15,564,76,32,61
2080:17,654,58,564,861,15,542,650,518,1196
2085:17,616,654,58,302,8,61,518,542,245
2097:616,654,302,15,58,32,61,564,508,245
2112:17,76,654,302,866,564,616,84,5480,58
2115:17,616,542,61,15,8,245,654,32,302
2116:17,616,302,654,8,542,224,32,15,650
2123:17,654,616,518,58,8,76,1102,138,899
2135:17,616,8,302,58,564,15,654,245,518
2141:698,81,564,986,138,2204,17,76,1535,226
2147:236,17,12253,3448,4203,302,10075,776,654,564
2154:719,5480,8860,1326,661,463,1528,2318,508,17
2160:17,302,15,518,61,8,554,861,32,1196
2162:719,5480,1400,463,661,1528,760,574,801,8733
2170:17,58,542,302,15,61,564,8,364,518
2177:17,224,302,29,162,459,616,378,81,650
2184:58,616,542,84,6,61,322,518,861,1102
2185:17,616,302,542,654,8,564,364,58,76
2187:17,302,654,76,616,58,8,866,84,29
2211:17,508,616,302,8,654,226,542,94,564
2223:17,76,70,58,8,81,302,226,616,518
2243:17,245,15,616,518,61,8,32,542,58
2244:616,17,654,58,542,302,8,518,564,61
2247:302,616,58,654,650,518,564,84,15,61
2250:49715,353,1951,2194,6191,38737,1064,3205,36231,23527
2253:226,17,70,508,616,76,262,1535,302,8
2260:17,302,654,76,616,58,8,866,84,29
2261:616,654,58,302,15,61,542,32,94,101
2262:17,302,654,76,616,58,8,866,84,29
2290:542,15,518,61,650,554,32,285,29,364
2291:17,616,542,15,8,76,32,564,29,84
2293:17,84,58,302,654,616,101,787,564,1405
2301:4032,17,429,2668,7611,65,4210,302,84,1102
2302:16229,39395,245,353,774,33882,1524,8398,15642,70923
2304:719,984,5480,1326,76,661,1400,463,1528,9874
2318:654,15,61,564,554,84,245,101,322,94
2325:84,8,616,654,302,354,301,245,736,58
2335:17,616,302,654,15,32,8,542,518,61
2343:17,302,616,322,32,394,84,650,224,508
2346:17,70,76,616,302,58,101,508,518,84
2347:2186,322,7728,100785,736,899,1119,947,1410,48
2348:17,616,58,654,302,542,15,32,61,8
2362:17,302,654,76,616,58,8,866,84,29
2363:17,616,302,542,29,15,61,84,650,518
2364:302,616,29,650,84,8,76,518,101,564
2369:17,616,8,302,70,76,238,58,518,301
2373:17,616,84,302,654,101,58,138,1102,301
2381:17,58,654,302,616,29,542,8,518,84
2382:17,518,8,58,131,119,65,564,616,302
2384:17,1119,84,245,4420,302,354,2935,947,518
2385:17,302,616,58,29,542,84,15,861,61
2392:17,302,654,76,616,58,8,866,84,29
2393:17,654,616,8,508,58,15,61,542,302
2394:616,542,302,15,654,58,32,245,84,564
2395:17,616,1196,15,84,61,101,518,650,32
2399:17,1023,76,302,616,226,8,654,1535,650
2405:17,542,654,58,15,302,518,1196,8,32
2407:17,866,302,654,29,354,84,58,76,616
2408:302,616,654,84,58,29,354,61,787,76
2419:58,8,654,17,616,568,302,76,861,2193
2429:17,354,94,70,1382,302,245,9482,654,657
2447:84,29,354,1102,301,76,285,289,542,8
2452:2282,12832,698,2265,1913,2848,6387,22856,8349,19626
2453:71417,23740,29657,302,429,1499,925,596,1551,193
2454:508,17,245,76,8,564,787,518,542,616
2456:17,616,58,76,84,518,542,736,8,650
2461:542,518,61,1196,1511,6,554,289,101,245
2464:654,354,616,58,8,301,518,76,736,94
2465:58,84,616,354,8,518,76,15,301,1102
2469:616,58,542,61,302,518,245,8,32,564
2489:168,719,984,1326,5480,1400,801,5738,76,8860
2491:2319,17,302,654,76,616,58,8,866,84
2499:1097,302,13523,17,58,616,654,861,508,409
2500:8,654,58,616,76,542,354,518,84,564
2501:947,931,17,1382,1405,8,327,363,131,65
2505:17,654,616,58,542,15,84,518,29,61
2510:1460,76,1326,17,508,297,5738,564,168,6097
2515:17,616,302,58,650,654,564,8,84,289
2518:5097,17,3568,76,564,40,361,890,698,500
2520:17,616,15,654,302,542,32,58,564,84
2521:302,654,616,518,8,58,542,84,101,15
2524:302,17,654,616,58,8,76,84,650,542
2536:17,542,302,15,32,518,1196,364,1511,8
2541:654,58,302,15,518,8,61,32,787,364
2547:17,302,58,616,650,654,62,76,8,29
2553:9134,25366,5125,35177,19603,18939,3509,31397,37961,19507
2558:76,17,616,245,1023,58,81,70,61,542
2560:616,58,15,564,787,554,84,289,1196,76
2563:654,58,302,15,861,564,1511,650,238,101
2573:616,58,32,76,8,861,518,29,1196,554
2591:616,654,17,58,302,542,861,8,238,564
2596:17,302,616,518,84,654,58,29,650,1102
2597:17,780,76,262,508,5767,58,302,616,650
2601:17,302,787,84,7334,8,311,354,542,76
2604:17,616,76,70,302,650,61,564,787,8
2611:518,8,654,245,787,58,616,302,84,354
2612:17,542,654,15,58,302,518,861,554,245
2615:542,518,8,61,32,364,245,564,1511,554
2625:17,245,226,616,94,354,302,508,1023,84
2626:616,302,518,84,564,289,861,101,554,6
2634:17,616,58,654,302,15,518,32,8,542
2636:654,58,616,84,542,8,354,518,650,861
2639:17,302,84,654,518,8,58,616,245,736
2650:4194,10451,23102,14600,5122,17,4308,2123,86115,13766
2661:17,616,302,518,654,8,84,58,1102,101
2663:17,84,302,8,654,736,518,58,301,245
2666:616,17,58,654,302,542,8,861,650,518
2676:17,654,302,616,58,354,15,542,518,138
2689:616,17,654,542,15,58,302,564,61,8
2693:790,21813,650,8,10408,17,27340,36085,873,891
2708:17,616,302,654,58,15,542,61,8,32
2709:17,245,61,542,616,15,654,518,32,8
2713:17,616,8,364,61,245,542,15,654,302
2715:984,1400,661,2153,760,801,8733,5557,9874,2318
2716:81,986,500,16542,542,226,8,616,5381,710
2727:58,616,84,15,29,542,61,354,8,518
2730:17,616,542,15,654,61,518,58,8,364
2731:616,84,29,650,76,542,101,861,1102,354
2734:564,76,1069,736,17,518,4017,616,698,947
2735:3107,1527,3172,1712,4825,508,12990,378,8848,17
2737:17,302,654,616,58,8,84,542,29,354
2745:17,654,302,245,616,61,15,76,518,354
2746:17,76,508,40,698,23595,8419,358,6545,24118
2748:5287,327,564,76,5117,518,245,103,4268,3521
2756:616,302,654,58,564,650,8,114,542,15
2760:29,542,84,650,76,15,289,861,8,518
2776:17,302,654,76,616,58,8,866,84,29
2799:710,76,17,508,8,1002,1744,245,1410,4513
2802:302,616,654,84,58,29,354,8,76,518
2803:11718,88529,2074,2595,347,670,14237,19829,33572,94755
2804:17,654,302,650,616,58,84,224,354,76
2805:1099,496,518,656,908,5582,873,1410,124,616
2812:302,654,8,542,787,15,354,101,650,508
2815:168,719,984,661,1400,9874,8733,463,5480,8860
2827:616,17,302,58,654,8,518,84,76,15
2831:654,58,84,564,8,76,518,29,354,15
2846:616,654,302,518,15,61,542,84,32,101
2848:616,17,654,15,518,861,61,32,8,289
2853:18850,68624,83814,698,262,3081,1867,1081,5550,27420
2854:1119,84,245,518,354,302,654,736,8,76
2857:17,302,29,654,58,616,76,84,518,650
2858:17,542,84,15,101,61,289,6,76,1102
2861:245,17,1410,8,616,76,302,1002,15,518
2871:4755,189,3107,1527,17,378,76,2880,508,10041
2907:302,654,58,616,84,8,650,61,15,76
2912:226,76,17,70,1023,508,698,564,1382,238
2914:17,654,58,302,542,8,32,15,518,61
2924:76,168,1002,245,17,226,1326,81,508,710
2925:245,17,61,76,564,81,616,8,674,1405
2947:2741,66993,18970,24301,66050,46125,8643,577,108276,101699
2951:17,616,224,6,62,483,302,30839,654,285
2959:17,302,616,654,8,518,650,58,76,84
2960:17,518,8,616,542,654,32,84,302,58
2963:17,616,654,58,542,564,302,8,518,861
2965:564,984,6097,5557,135,18240,29475,3789,650,698
2967:245,8,564,518,616,61,302,654,15,542
2970:616,17,302,654,58,8,518,542,650,1196
2977:17,302,84,654,8,616,518,58,29,542
2981:542,518,84,8,101,94,289,564,650,76
2989:17,654,616,302,58,8,76,650,32,84
2990:22420,13581,29000,76,5975,311,17,379,4671,698
3002:17,302,654,76,616,58,8,866,84,29
3004:168,984,8860,463,1400,1326,5480,574,7838,801
3011:55993,17349,117218,654,616,70,101,1382,2121,1164
3013:17,508,4755,76,8,70,518,7006,1023,564
3037:17,302,654,76,616,58,8,866,84,29
3038:8,17,302,32,84,616,76,650,564,542
3044:302,654,616,58,518,8,15,542,650,554
3070:17,302,616,564,10692,58,4146,8783,654,866
3081:17,302,616,654,58,518,8,84,354,76
3100:302,616,542,84,76,736,101,8,861,15
3102:984,168,1400,5480,574,463,719,8733,5557,2153
3105:17,654,58,302,15,518,564,61,32,8
3107:70,17,76,1023,616,780,654,1535,140,5767
3110:17,616,654,302,61,58,245,8,518,542
3111:58,616,302,654,542,15,564,518,650,101
3113:17,302,616,76,8,654,58,518,650,542
3121:8,564,542,787,15,101,32,322,861,6
3125:17,302,654,616,58,84,354,8,70,29
3126:17,302,654,76,616,58,8,866,84,29
3129:616,302,542,61,8,518,861,564,32,554
3139:17,361,302,654,29,354,84,76,58,1102
3144:17,302,616,518,76,564,58,650,508,84
3152:17,616,518,8,302,58,542,654,15,61
3166:17,302,654,76,616,58,8,866,84,29
3167:17,76,564,508,654,616,542,1023,302,8
3169:616,542,15,518,654,61,58,32,8,245
3170:17,616,302,76,654,101,58,564,8,32
3172:17,616,58,302,654,542,8,32,861,61
3176:58,616,542,564,15,650,76,84,518,8
3183:17,654,58,70,138,616,76,354,29,650
3184:17,131,245,76,354,302,94,61,1002,7210
3193:58,61,8,518,1196,787,364,289,554,6
3195:17,8,84,616,518,302,654,1119,301,245
3220:616,84,1102,650,76,138,736,8,289,94
3229:17,616,302,654,58,15,32,542,650,76
3234:1102,518,302,616,654,58,354,101,29,736
3237:54099,110318,41101,58923,28760,102041,22678,77678,9915,113362
3238:17,616,302,58,76,65,32,787,654,564
3239:17,58,29,616,84,76,8,650,518,1102
3246:533,603,4671,8772,311,7622,5319,76,2543,911
3258:17,654,58,542,15,8,564,61,32,554
3263:17,616,302,58,542,15,654,564,8,518
3264:17,302,654,76,616,58,8,866,84,29
3277:76,168,719,564,698,10267,5480,984,226,463
3279:17,616,302,654,58,564,650,32,8,84
3295:17,76,8,564,226,70,616,508,302,58
3305:17,76,500,2139,262,70,805,564,616,302
3306:6901,1651,76,4146,10692,8129,684,9557,2354,17
3308:17,302,616,654,542,65,508,1405,32,8
3309:616,302,542,861,1196,518,650,84,564,32
3319:17,302,654,76,616,58,8,866,84,29
3320:2548,3196,17,197,10541,5111,4755,14793,7160,8069
3328:616,58,542,518,564,84,76,61,8,29
3329:17,302,654,76,542,429,8,616,81,70
3335:654,616,58,542,61,15,84,518,8,76
3346:17,245,616,15,518,542,61,103,787,8
3352:17,58,654,616,302,542,8,518,15,101
3353:17,654,302,616,58,508,564,84,8,32
3360:616,302,8,84,654,518,58,94,101,76
3374:17,616,654,58,518,302,29,15,76,8
3376:17,654,616,302,226,76,780,58,542,508
3383:138,17,70,654,302,354,84,29,58,616
3386:17,302,12253,4203,654,14750,76,776,564,616
3411:17,654,302,616,58,29,84,8,518,542
3412:129,1007,2051,21113,68683,88275,56533,78657,79323,107299
3413:17,8,518,616,61,15,1744,84,103,58
3416:4755,1352,2880,10041,4568,3107,189,1527,3172,1923
3419:17,616,654,32,15,650,518,564,787,8
3421:17,861,84,8,542,564,518,1196,101,650
3423:17,76,616,302,32,564,518,8,650,654
3426:616,654,17,302,58,542,861,15,518,32
3428:17,654,58,302,542,8,15,1196,61,101
3429:654,302,84,650,542,564,8,76,861,1196
3431:3225,80576,1730,47290,76,2139,683,34500,88768,17
3432:17,302,616,58,564,654,8,650,84,224
3450:17,76,616,564,302,58,654,8,542,70
3453:168,719,5480,463,661,1326,1400,760,1528,2642
3475:17,2030,616,302,245,61,654,94,58,29
3478:15,61,1196,518,289,650,8,787,84,322
3479:17,616,654,302,58,61,8,518,15,650
3480:302,654,17,616,542,650,76,15,29,84
3490:17,542,61,1196,84,32,554,289,6,322
3500:616,654,542,58,15,61,518,32,8,650
3514:302,616,84,8,542,15,518,29,32,650
3529:17,302,654,76,616,58,8,866,84,29
3546:17,58,302,654,861,84,76,564,8,29
3547:302,654,616,15,84,61,29,542,518,8
3551:219,168,5738,1528,76,297,226,719,1124,3789
3557:168,719,984,5480,1400,1326,661,8860,8733,574
3572:31775,29630,17,138,110194,87374,76,238,901,1069
3579:17,58,616,29,354,8,518,736,301,650
3580:17,780,76,616,564,650,58,70,226,654
3593:17,616,654,58,518,76,542,564,508,32
3599:17,76,616,654,302,81,564,542,15,245
3609:17,654,302,616,58,542,15,8,518,32
3610:17,654,302,8,616,58,1023,518,76,508
3613:17,70,508,2139,76,226,698,81,986,1382
3628:17,302,542,616,650,8,103,76,787,238
3656:17,654,616,542,58,8,32,518,61,554
3657:17,58,616,84,1102,564,76,354,518,650
3663:542,58,32,564,364,787,650,245,363,94
3674:58,302,542,8,15,518,861,61,32,364
3684:568,302,508,138,899,245,1119,947,364,1405
3685:17,70,76,81,616,508,564,58,302,1023
3686:698,931,2548,225,710,1208,3704,6503,1435,3789
3692:654,17,302,616,101,289,285,29,84,6
3694:17,616,8,302,650,508,564,58,518,654
3701:302,654,58,616,518,8,101,354,564,29
3702:17,302,8,76,564,616,654,554,32,84
3717:17,61,15,58,654,542,508,564,84,364
3721:616,58,654,84,518,650,542,76,61,564
3728:17,302,76,654,616,698,58,84,564,518
3735:8,15,76,101,32,289,861,1196,322,6
